Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
201510229,45597,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,No penalty
201510229,79575,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,No penalty
201510236,41249,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 15 days,,Closed: Guilty after trial,10/06/2017,Forfeit vacation 15 days
201510307,75498,Substantiated (Formalized Training),,05/28/2017,No,,,,,,No penalty
201510324,87025,Substantiated (Command Discipline A),,,No,,,,,,
201510344,21786,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - B
201510362,14110,Substantiated (Formalized Training),,06/28/2017,No,,,,,,No penalty
201510362,51902,Substantiated (Formalized Training),,06/28/2017,No,,,,,,No penalty
201510421,42793,Substantiated (Formalized Training),,06/28/2017,No,,,,,,No penalty
201510456,41085,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Formalized Training
201510456,56990,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Formalized Training
201510456,59077,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Retired
201510469,15479,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
201510469,84503,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
201510484,45670,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
201510484,56868,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,Command Discipline - B
201510485,39487,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,No penalty
201510512,10729,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,Command Discipline - B
201510545,47269,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Retired
201510553,87078,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,Command Discipline - A
201510571,84154,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Formalized Training
201510644,29560,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,Command Discipline - A
201510644,56657,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,Command Discipline - A
201510769,52494,Substantiated (Formalized Training),,,No,,,,,,
201510769,60741,Substantiated (Formalized Training),,,No,,,,,,
201510775,11937,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,02/01/2018,Forfeit vacation 7 days
201510775,40904,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,"Closed: Plea set aside, Instructions",03/05/2018,Instructions
201510836,27737,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201510836,67608,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,Formalized Training
201510852,7593,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
201510852,60114,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Command Discipline - A
201510904,36060,Substantiated (Command Discipline A),,03/28/2017,No,,,,,,Command Discipline - A
201600021,11964,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201600021,13314,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201600021,51926,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201600025,31429,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Command Discipline - A
201600040,51129,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,Command Discipline - A
201600068,50787,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201600098,22042,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Instructions
201600098,69411,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Instructions
201600099,51887,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",07/07/2017,Formalized Training
201600099,60639,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",07/06/2017,Formalized Training
201600123,10876,Substantiated (Command Discipline B),,,No,,,,,,
201600123,73050,Substantiated (Command Discipline B),,,No,,,,,,
201600125,34464,Substantiated (Charges),,,Yes,,,Forfeit vacation 12 days,Closed: Resolved by plea,01/10/2018,Forfeit vacation 8 days
201600125,78043,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,01/10/2018,Forfeit vacation 5 days
201600137,15319,Substantiated (Formalized Training),,02/28/2017,No,,,,,,Resigned
201600151,56499,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,Formalized Training
201600151,71030,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,Command Discipline - A
201600170,49433,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Formalized Training
201600212,23940,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 3 days,,Closed: Guilty after trial,10/25/2017,Forfeit vacation 3 days
201600264,80773,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,No penalty
201600265,8629,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201600265,65656,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201600267,6889,Substantiated (Formalized Training),,12/28/2016,No,,,,,,Instructions
201600307,3882,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201600436,49843,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,,,Closed: Not guilty after trial,10/10/2017,
201600455,53223,Substantiated (Command Discipline A),,02/28/2017,No,,,,,,Formalized Training
201600455,59019,Substantiated (Command Discipline B),,02/28/2017,No,,,,,,Formalized Training
201600455,60667,Substantiated (Command Discipline A),,02/28/2017,No,,,,,,Formalized Training
201600489,87326,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,No penalty
201600493,25221,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,Formalized Training
201600493,25232,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,No penalty
201600501,4836,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,No penalty
201600501,13600,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,No penalty
201600537,14964,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,Instructions
201600583,11023,Substantiated (Formalized Training),,07/28/2016,No,,,,,,Formalized Training
201600593,38847,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,No penalty
201600613,45664,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,Formalized Training
201600613,59409,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,Formalized Training
201600638,46434,Substantiated (Formalized Training),,10/28/2016,No,,,,,,Formalized Training
201600638,78955,Substantiated (Formalized Training),,10/28/2016,No,,,,,,Formalized Training
201600648,28189,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,No penalty
201600648,31467,Substantiated (Command Discipline A),,07/28/2017,No,,,,,,No penalty
201600652,2210,Substantiated (Command Discipline A),,,No,,,,,,
201600652,52600,Substantiated (Command Discipline A),,,No,,,,,,
201600660,10881,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - A
201600660,53493,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - A
201600660,56993,Substantiated (Command Discipline B),,05/28/2017,No,,,,,,Command Discipline - A
201600672,828,Substantiated (Formalized Training),,07/28/2017,No,,,,,,No penalty
201600714,60620,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201600714,84644,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201600736,87600,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Instructions
201600739,6061,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,Closed: Resolved by plea,09/25/2018,Forfeit vacation 3 days
201600739,44462,Substantiated (Charges),,,Yes,,,Forfeit vacation 9 days,Closed: Resolved by plea,09/25/2018,Forfeit vacation 9 days
201600739,84062,Substantiated (Charges),,,Yes,,,Forfeit vacation 12 days,Closed: Resolved by plea,09/25/2018,Forfeit vacation 12 days
201600739,86844,Substantiated (Charges),,,Yes,,,Forfeit vacation 17 days,Closed: Resolved by plea,09/25/2018,Forfeit vacation 17 days
201600770,42292,Substantiated (Command Lvl Instructions),,05/28/2017,No,,,,,,Formalized Training
201600770,59577,Substantiated (Command Lvl Instructions),,05/28/2017,No,,,,,,Formalized Training
201600770,72228,Substantiated (Command Lvl Instructions),,05/28/2017,No,,,,,,Formalized Training
201600778,66585,Substantiated (Formalized Training),,,No,,,,,,
201600814,65954,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201600818,83438,Substantiated (Formalized Training),,04/28/2017,No,,,,,,Formalized Training
201601011,52312,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,No penalty
201601033,44323,Substantiated (Formalized Training),,02/28/2017,No,,,,,,Formalized Training
201601066,11108,Substantiated (Charges),,,Yes,Forfeit vacation 25 days,Forfeit vacation 15 days,,Closed: Guilty after trial,09/19/2017,Forfeit vacation 15 days
201601066,11131,Substantiated (Formalized Training),,01/28/2017,No,,,,,,Formalized Training
201601066,11519,Substantiated (Formalized Training),,01/28/2017,No,,,,,,Formalized Training
201601066,11520,Substantiated (Formalized Training),,01/28/2017,No,,,,,,Formalized Training
201601072,47252,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,Formalized Training
201601077,44570,Substantiated (Command Discipline B),,04/28/2017,No,,,,,,Command Discipline - B
201601089,17427,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,Command Discipline - A
201601113,71030,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,No penalty
201601113,85948,Substantiated (Command Discipline A),,06/28/2017,No,,,,,,No penalty
201601115,21864,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Command Discipline - B
201601115,52494,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
201601115,60737,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
201601121,80175,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Command Discipline - A
201601121,86844,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201601157,20207,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - B
201601157,26610,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
201601192,64678,Substantiated (Formalized Training),,02/28/2017,No,,,,,,Command Level Instructions
201601193,7028,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201601193,9205,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201601193,50781,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201601216,87213,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
201601217,9686,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201601314,7780,Substantiated (Command Discipline A),,02/28/2017,No,,,,,,No penalty
201601314,13387,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,09/27/2017,
201601324,12420,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201601324,12664,Substantiated (Command Discipline B),,07/28/2018,No,,,,,,Vacation: 10 days
201601331,6567,Substantiated (Command Discipline A),,09/28/2016,No,,,,,,Retired
201601350,59967,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201601353,39274,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,,,Closed: Not guilty after trial,12/07/2017,
201601395,10183,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Formalized Training
201601417,11139,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201601417,11140,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,No penalty
201601434,87255,Substantiated (Command Discipline B),,07/28/2017,No,,,,,,No penalty
201601489,42896,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Formalized Training
201601496,50748,Substantiated (Formalized Training),,01/28/2017,No,,,,,,Formalized Training
201601547,45162,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Formalized Training
201601572,24826,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Formalized Training
201601576,46799,Substantiated (Command Discipline A),,05/28/2017,No,,,,,,Command Discipline - A
201601621,38013,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,No penalty
201601630,51991,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Instructions
201601667,44693,Substantiated (Charges),,,Yes,,,Forfeit vacation 18 days,Closed: Resolved by plea,12/22/2017,Forfeit vacation 10 days
201601712,78969,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Instructions
201601726,17949,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
201601726,32748,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
201601825,86534,Substantiated (Command Lvl Instructions),,04/28/2017,No,,,,,,Command Level Instructions
201601843,54181,Substantiated (Formalized Training),,11/28/2016,No,,,,,,Formalized Training
201601857,48324,Substantiated (Command Lvl Instructions),,08/28/2016,No,,,,,,Instructions
201601869,50758,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201601869,70876,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201601900,42371,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Command Discipline - A
201601968,56944,Substantiated (Command Discipline A),,04/28/2016,No,,,,,,No penalty
201601977,57076,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,12/28/2017,Forfeit vacation 10 days
201601983,39076,Substantiated (Command Discipline A),,04/28/2017,No,,,,,,Formalized Training
201601983,72349,Substantiated (Command Discipline A),,04/28/2017,No,,,,,,Formalized Training
201602029,7524,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
201602031,9052,Substantiated (Formalized Training),,09/28/2017,No,,,,,,No penalty
201602031,27113,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Formalized Training
201602039,36633,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Formalized Training
201602039,72404,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Command Discipline - B
201602084,29043,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Command Discipline - A
201602090,52202,Substantiated (Formalized Training),,08/28/2017,No,,,,,,No penalty
201602090,59259,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201602190,84062,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201602281,16927,Substantiated (Command Lvl Instructions),,08/28/2016,No,,,,,,Instructions
201602403,45275,Substantiated (Formalized Training),,08/28/2016,No,,,,,,Instructions
201602424,18122,Substantiated (Charges),,,Yes,Dismissal Probation,,,Closed: Not guilty after trial,10/25/2017,
201602448,57397,Substantiated (Command Discipline B),,08/28/2017,No,,,,,,Formalized Training
201602469,11830,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Command Discipline - A
201602469,59831,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Command Discipline - A
201602482,67317,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Instructions
201602490,43833,Substantiated (Command Discipline A),,03/28/2017,No,,,,,,Command Discipline - A
201602493,1474,Substantiated (Formalized Training),,09/28/2017,No,,,,,,No penalty
201602498,10988,Substantiated (Formalized Training),,08/28/2017,No,,,,,,No penalty
201602498,73111,Substantiated (Formalized Training),,08/28/2017,No,,,,,,No penalty
201602498,86713,Substantiated (Formalized Training),,08/28/2017,No,,,,,,No penalty
201602538,51349,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Command Discipline - A
201602547,52078,Substantiated (Formalized Training),,01/28/2017,No,,,,,,Formalized Training
201602548,14387,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",04/27/2016,Command Discipline B
201602548,31741,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",04/27/2016,Command Discipline B 10 days
201602548,52088,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",04/27/2016,
201602548,78566,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",07/06/2018,Dismissal Probation 365 days
201602595,7474,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",06/23/2017,No penalty
201602625,32781,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
201602672,31267,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201602686,86623,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Command Discipline - A
201602686,87088,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Command Discipline - A
201602698,23261,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Instructions
201602711,70845,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,Retired
201602711,71185,Substantiated (Command Discipline B),,09/28/2017,No,,,,,,No penalty
201602733,13721,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Command Discipline - A
201602798,35974,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,Command Discipline - A
201602798,35978,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201602798,36450,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,Command Discipline - A
201602798,48334,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201602826,7742,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201602826,27521,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201603006,16274,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Instructions
201603006,44243,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Instructions
201603032,70360,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Command Discipline - A
201603042,71193,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Command Discipline - A
201603049,46295,Substantiated (Instructions),,08/28/2017,No,,,,,,Instructions
201603090,2108,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Vacation: 10 days
201603090,41286,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Vacation: 10 days
201603094,70512,Substantiated (Formalized Training),,09/28/2017,No,,,,,,No penalty
201603149,54094,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201603149,70520,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201603171,73093,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,No penalty
201603250,15075,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201603250,16247,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201603250,16574,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Resigned
201603275,46887,Substantiated (Formalized Training),,12/28/2016,No,,,,,,Formalized Training
201603275,59486,Substantiated (Formalized Training),,12/28/2016,No,,,,,,Formalized Training
201603275,60783,Substantiated (Formalized Training),,12/28/2016,No,,,,,,Formalized Training
201603317,22849,Substantiated (Command Lvl Instructions),,06/28/2017,No,,,,,,Instructions
201603361,3069,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Formalized Training
201603474,32707,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201603474,47048,Substantiated (Charges),,,Yes,Dismissal Probation,,,Closed: Not guilty after trial,11/13/2019,
201603474,50724,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201603528,35312,Substantiated (Charges),,,Yes,,,Forfeit vacation 12 days,Closed: Resolved by plea,08/17/2018,Forfeit vacation 12 days
201603576,35316,Substantiated (Formalized Training),,06/28/2017,No,,,,,,Formalized Training
201603587,8602,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
201603587,29380,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Formalized Training
201603740,28884,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201603763,32274,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Instructions
201603789,43720,Substantiated (Command Lvl Instructions),,07/28/2017,No,,,,,,Instructions
201603830,19320,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Instructions
201603862,54630,Substantiated (Command Lvl Instructions),,07/28/2017,No,,,,,,Instructions
201603886,27281,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Command Discipline - A
201603886,44725,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Command Discipline - A
201603928,60656,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,No penalty
201603962,59697,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,Command Discipline - A
201603962,73050,Substantiated (Charges),,,Yes,Terminated,Forfeit vacation 10 days,,Closed: Guilty after trial,12/07/2017,Forfeit vacation 10 days
201603963,12899,Substantiated (Formalized Training),,09/28/2016,No,,,,,,Formalized Training
201604051,18916,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201604051,34984,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201604051,54331,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201604078,40624,Substantiated (Instructions),,11/28/2017,No,,,,,,No penalty
201604099,35460,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Instructions
201604135,8793,Substantiated (Command Lvl Instructions),,,No,,,,,,
201604221,52191,Substantiated (Command Lvl Instructions),,07/28/2017,No,,,,,,Formalized Training
201604227,38120,Substantiated (Formalized Training),,09/28/2017,No,,,,,,No penalty
201604265,8437,Substantiated (Formalized Training),,11/28/2017,No,,,,,,Formalized Training
201604265,39417,Substantiated (Formalized Training),,11/28/2017,No,,,,,,Formalized Training
201604285,41092,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201604293,1925,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201604293,56546,Substantiated (Formalized Training),,11/28/2017,No,,,,,,Formalized Training
201604373,8661,Substantiated (Formalized Training),,09/28/2017,No,,,,,,Instructions
201604395,56546,Substantiated (Command Discipline B),,06/28/2017,No,,,,,,No penalty
201604449,16607,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,Command Discipline - A
201604462,58460,Substantiated (Command Lvl Instructions),,08/28/2017,No,,,,,,Instructions
201604526,41358,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201604526,65205,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201604634,8620,Substantiated (Instructions),,08/28/2017,No,,,,,,Instructions
201604637,45668,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201604637,71152,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Resigned
201604641,65476,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,No penalty
201604671,18463,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201604671,78562,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,No penalty
201604697,54318,Substantiated (Charges),,,Yes,Dismissal Probation,,,Closed: Not guilty after trial,10/10/2017,
201604699,24080,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,No penalty
201604699,47101,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,No penalty
201604699,52154,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,No penalty
201604745,86844,Substantiated (Formalized Training),,12/28/2017,No,,,,,,No penalty
201604752,773,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Formalized Training
201604752,72635,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Formalized Training
201604809,38639,Substantiated (Command Lvl Instructions),,07/28/2017,No,,,,,,Instructions
201604823,59930,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201604838,21671,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,No penalty
201604842,58741,Substantiated (Command Discipline A),,08/28/2017,No,,,,,,Command Discipline - A
201604922,82357,Substantiated (Command Lvl Instructions),,07/28/2017,No,,,,,,Instructions
201604937,16507,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,No penalty
201605007,51902,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Formalized Training
201605007,60105,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Formalized Training
201605007,85825,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Formalized Training
201605058,27240,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201605067,83751,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,Instructions
201605067,85041,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,Instructions
201605082,20437,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Command Discipline - A
201605106,86714,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Formalized Training
201605109,9964,Substantiated (Command Discipline B),,10/28/2017,No,,,,,,No penalty
201605116,854,Substantiated (Charges),,,Yes,,,,Closed: Retired,11/18/2016,
201605124,19481,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201605124,87018,Substantiated (Formalized Training),,07/28/2017,No,,,,,,Formalized Training
201605134,60069,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,No penalty
201605136,19848,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Command Discipline - A
201605169,21395,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,12/07/2017,
201605172,9158,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201605272,85873,Substantiated (Instructions),,08/28/2017,No,,,,,,Formalized Training
201605363,78099,Substantiated (Command Discipline A),,12/28/2017,No,,,,,,Formalized Training
201605373,38541,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Formalized Training
201605403,52104,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Command Discipline - A
201605408,20207,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Formalized Training
201605408,26610,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Formalized Training
201605419,773,Substantiated (Formalized Training),,10/28/2017,No,,,,,,No penalty
201605419,19216,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201605421,26614,Substantiated (Formalized Training),,12/28/2017,No,,,,,,No penalty
201605421,39481,Substantiated (Formalized Training),,12/28/2017,No,,,,,,No penalty
201605421,72985,Substantiated (Formalized Training),,12/28/2017,No,,,,,,No penalty
201605457,57440,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Command Discipline - A
201605457,78378,Substantiated (Formalized Training),,11/28/2017,No,,,,,,Formalized Training
201605561,67882,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,10/16/2017,
201605621,7713,Substantiated (Charges),,,Yes,,,,Closed: Not guilty after trial,01/10/2019,
201605625,17849,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201605625,19689,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201605625,20016,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201605625,85683,Substantiated (Command Discipline A),,11/28/2017,No,,,,,,Formalized Training
201605639,60656,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,No penalty
201605639,67788,Substantiated (Command Discipline A),,09/28/2017,No,,,,,,Instructions
201605673,23535,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,No penalty
201605768,22588,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Formalized Training
201605768,37500,Substantiated (Command Discipline B),,12/28/2017,No,,,,,,Formalized Training
201605771,1675,Substantiated (Formalized Training),,11/28/2017,No,,,,,,No penalty
201605958,18397,Substantiated (Command Lvl Instructions),,08/28/2017,No,,,,,,Instructions
201605973,6405,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Instructions
201605973,36523,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201605973,65216,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201605977,16687,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
201605977,18427,Substantiated (Formalized Training),,08/28/2017,No,,,,,,Formalized Training
